"visit_id` bigint NOT NULL auto_increment","content_id` bigint NOT NULL DEFAULT 0","actor_id` bigint NOT NULL DEFAULT 0","page_url` varchar(500) NOT NULL","page_domain` varchar(255) NOT NULL","page_path` varchar(500) NOT NULL","date_ymd` int NOT NULL","visits` int NOT NULL DEFAULT 0","depth` int NOT NULL DEFAULT 0","metadata_json` json","created_ymdhis` bigint NOT NULL DEFAULT 0","updated_ymdhis` bigint NOT NULL DEFAULT 0"
148,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
149,1,1,http://lupopedia.com/questions.php,lupopedia.com,/questions.php,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/questions.php"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
150,1,1,http://lupopedia.com/search.php,lupopedia.com,/search.php,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/search.php"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
151,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
152,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260115,10,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 5}",0,0
153,1,1,http://lupopedia.com/temporary_index.html,lupopedia.com,/temporary_index.html,20260115,8,2,"{""legacy_pageurl"": ""http://lupopedia.com/temporary_index.html"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
154,1,1,http://lupopedia.com/temporary_index.html#start-here,lupopedia.com,/temporary_index.html#start-here,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/temporary_index.html#start-here"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
155,1,1,http://lupopedia.com/#start-here,lupopedia.com,/#start-here,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#start-here"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
156,1,1,http://lupopedia.com/#why-matters-ai,lupopedia.com,/#why-matters-ai,20260115,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#why-matters-ai"", ""legacy_parentrec"": 1646, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
157,1,1,http://lupopedia.com,lupopedia.com,,20260116,5,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
158,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260116,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1664, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
159,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260116,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1664, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
160,1,1,http://lupopedia.com/agent_profile.php?id=10,lupopedia.com,/agent_profile.php?id=10,20260116,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=10"", ""legacy_parentrec"": 1666, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
161,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260116,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1664, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
162,1,1,http://lupopedia.com,lupopedia.com,,20260117,12,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 8, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
163,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260117,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1669, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
164,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260117,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1669, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
165,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260117,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1669, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
166,1,1,http://lupopedia.com/agent_profile.php?id=100,lupopedia.com,/agent_profile.php?id=100,20260117,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=100"", ""legacy_parentrec"": 1672, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
167,1,1,http://collaborativepages.com,collaborativepages.com,,20260119,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
168,1,1,http://lupopedia.com,lupopedia.com,,20260119,26,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 18, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 8}",0,0
169,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260119,10,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1675, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 5}",0,0
170,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260119,8,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1675, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
171,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260119,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1675, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
172,1,1,http://lupopedia.com/agent_profile.php?id=28,lupopedia.com,/agent_profile.php?id=28,20260119,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=28"", ""legacy_parentrec"": 1678, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
173,1,1,http://lupopedia.com,lupopedia.com,,20260120,13,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 8, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 5}",0,0
174,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260120,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1680, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
175,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260120,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1680, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
176,1,1,http://collaborativepages.com,collaborativepages.com,,20260121,1,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
177,1,1,http://collaborativepages.com/browse_collections.php,collaborativepages.com,/browse_collections.php,20260121,2,2,"{""legacy_pageurl"": ""http://collaborativepages.com/browse_collections.php"", ""legacy_parentrec"": 1683, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
178,1,1,http://collaborativepages.com/browse_collections.php?tab=featured,collaborativepages.com,/browse_collections.php?tab=featured,20260121,0,3,"{""legacy_pageurl"": ""http://collaborativepages.com/browse_collections.php?tab=featured"", ""legacy_parentrec"": 1684, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
179,1,1,http://lupopedia.com,lupopedia.com,,20260121,13,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 10, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
180,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260121,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
181,1,1,http://lupopedia.com/messages.php,lupopedia.com,/messages.php,20260121,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/messages.php"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
182,1,1,http://lupopedia.com/browse_collections.php,lupopedia.com,/browse_collections.php,20260121,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/browse_collections.php"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
183,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260121,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
184,1,1,http://lupopedia.com/events.php,lupopedia.com,/events.php,20260121,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/events.php"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
185,1,1,http://lupopedia.com/events.php?content_id=1,lupopedia.com,/events.php?content_id=1,20260121,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/events.php?content_id=1"", ""legacy_parentrec"": 1691, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
186,1,1,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,20260121,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1686, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
187,1,1,http://lupopedia.com/agent_profile.php?id=57,lupopedia.com,/agent_profile.php?id=57,20260121,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=57"", ""legacy_parentrec"": 1693, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
188,1,1,http://lupopedia.com,lupopedia.com,,20260122,19,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 16, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
189,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
190,1,1,http://lupopedia.com/officehours.php,lupopedia.com,/officehours.php,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/officehours.php"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
191,1,1,http://lupopedia.com/#crafty-syntax-return,lupopedia.com,/#crafty-syntax-return,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#crafty-syntax-return"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
192,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260122,9,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
193,1,1,http://lupopedia.com/craftysyntax/#news,lupopedia.com,/craftysyntax/#news,20260122,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/#news"", ""legacy_parentrec"": 1699, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
194,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
195,1,1,http://lupopedia.com/index.html,lupopedia.com,/index.html,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.html"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
196,1,1,http://lupopedia.com/#tldr-section,lupopedia.com,/#tldr-section,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#tldr-section"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
197,1,1,http://lupopedia.com/#start-here,lupopedia.com,/#start-here,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#start-here"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
198,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260122,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1695, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
199,1,1,http://lupopedia.com,lupopedia.com,,20260124,9,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
200,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260124,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1706, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
201,1,1,http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,lupopedia.com?utm_source=poweredby&utm_campaign=poweredby,,20260124,0,2,"{""legacy_pageurl"": ""http://lupopedia.com?utm_source=poweredby&utm_campaign=poweredby"", ""legacy_parentrec"": 1706, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}",0,0
202,1,1,http://collaborativepages.com,collaborativepages.com,,20260124,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
203,1,1,http://collaborativepages.com,collaborativepages.com,,20260125,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
204,1,1,http://lupopedia.com,lupopedia.com,,20260125,4,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
205,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260125,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1711, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
206,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260125,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1711, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
207,1,1,http://lupopedia.com,lupopedia.com,,20260126,12,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 9, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
208,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260126,7,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1714, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
209,1,1,http://collaborativepages.com,collaborativepages.com,,20260126,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
210,1,1,http://lupopedia.com/craftysyntax/#news,lupopedia.com,/craftysyntax/#news,20260126,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/#news"", ""legacy_parentrec"": 1715, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
211,1,1,http://lupopedia.com/#tldr-section,lupopedia.com,/#tldr-section,20260126,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/#tldr-section"", ""legacy_parentrec"": 1714, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
212,1,1,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,20260126,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1714, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
213,1,1,http://lupopedia.com,lupopedia.com,,20260127,12,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 9, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
214,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260127,7,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1720, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
215,1,1,http://mail.lupopedia.com,mail.lupopedia.com,,20260127,2,1,"{""legacy_pageurl"": ""http://mail.lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
216,1,1,http://lupopedia.com/files.php,lupopedia.com,/files.php,20260127,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/files.php"", ""legacy_parentrec"": 1720, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
217,1,1,http://lupopedia.com/index.php,lupopedia.com,/index.php,20260127,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 1720, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
218,1,1,http://lupopedia.com/craftysyntax/craftysyntax_changelog.php,lupopedia.com,/craftysyntax/craftysyntax_changelog.php,20260127,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/craftysyntax_changelog.php"", ""legacy_parentrec"": 1721, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
219,1,1,http://collaborativepages.com,collaborativepages.com,,20260128,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
220,1,1,http://lupopedia.com,lupopedia.com,,20260128,2,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
221,1,1,http://lupopedia.com,lupopedia.com,,20260129,8,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 7, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
222,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260129,9,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1728, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}",0,0
223,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260129,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1728, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
224,1,1,http://collaborativepages.com,collaborativepages.com,,20260129,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
225,1,1,http://lupopedia.com/craftysyntax/#challenge,lupopedia.com,/craftysyntax/#challenge,20260129,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/#challenge"", ""legacy_parentrec"": 1729, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
226,1,1,http://lupopedia.com,lupopedia.com,,20260130,14,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 11, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
227,1,1,http://lupopedia.com/craftysyntax_changelog.php,lupopedia.com,/craftysyntax_changelog.php,20260130,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax_changelog.php"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
228,1,1,http://lupopedia.com/questions.php,lupopedia.com,/questions.php,20260130,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/questions.php"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
229,1,1,http://lupopedia.com/support.php,lupopedia.com,/support.php,20260130,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
230,1,1,http://lupopedia.com/login.php,lupopedia.com,/login.php,20260130,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/login.php"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
231,1,1,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,20260130,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}",0,0
232,1,1,http://collaborativepages.com,collaborativepages.com,,20260130,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
233,1,1,http://lupopedia.com/changelog.php,lupopedia.com,/changelog.php,20260130,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/changelog.php"", ""legacy_parentrec"": 1733, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
234,1,1,http://collaborativepages.com,collaborativepages.com,,20260131,2,1,"{""legacy_pageurl"": ""http://collaborativepages.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}",0,0
235,1,1,http://lupopedia.com,lupopedia.com,,20260131,7,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}",0,0
