FLARE Header Issues Report
========================================

missing_file_path: 1808 files
missing_hash: 1808 files
missing_system_version: 1808 files
missing_updated: 1808 files

Detailed Issues:
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227062000_1005_10000_who_json_implementation_with_database_analysis.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227064200_1001_10000_actor_directory_expansion_complete.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227064200_1001_10000_actor_directory_expansion_complete.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227064200_1001_10000_actor_directory_expansion_complete.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227064200_1001_10000_actor_directory_expansion_complete.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227065000_2039_10000_copilot_late_reply_directory_standards.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227065000_2039_10000_copilot_late_reply_directory_standards.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227065000_2039_10000_copilot_late_reply_directory_standards.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227065000_2039_10000_copilot_late_reply_directory_standards.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227070700_10000_1003_database_documentation_next_steps.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227070700_10000_1003_database_documentation_next_steps.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227070700_10000_1003_database_documentation_next_steps.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227070700_10000_1003_database_documentation_next_steps.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227091200_10000_1001_flare_relationship_automation_summary.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227091200_10000_1001_flare_relationship_automation_summary.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227091200_10000_1001_flare_relationship_automation_summary.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_47\20260227091200_10000_1001_flare_relationship_automation_summary.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260226191400_1003_10000_flare_protocol_restructuring.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260226191400_1003_10000_flare_protocol_restructuring.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260226191400_1003_10000_flare_protocol_restructuring.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260226191400_1003_10000_flare_protocol_restructuring.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227065600_1001_10000_actor_identity_capsule_complete.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227065600_1001_10000_actor_identity_capsule_complete.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227065600_1001_10000_actor_identity_capsule_complete.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227065600_1001_10000_actor_identity_capsule_complete.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227072000_1001_1003_database_documentation_summary.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227072000_1001_1003_database_documentation_summary.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227072000_1001_1003_database_documentation_summary.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227072000_1001_1003_database_documentation_summary.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227081500_1001_10000_endless_loop_recovery_report.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227081500_1001_10000_endless_loop_recovery_report.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227081500_1001_10000_endless_loop_recovery_report.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227081500_1001_10000_endless_loop_recovery_report.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227082000_1003_10000_migration_task_completion_report.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227082000_1003_10000_migration_task_completion_report.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227082000_1003_10000_migration_task_completion_report.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227082000_1003_10000_migration_task_completion_report.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227100000_10000_1002_version_4_0_48_initialized.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227100000_10000_1002_version_4_0_48_initialized.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227100000_10000_1002_version_4_0_48_initialized.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227100000_10000_1002_version_4_0_48_initialized.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227184500_1003_10000_history_update_completion_report.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227184500_1003_10000_history_update_completion_report.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227184500_1003_10000_history_update_completion_report.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227184500_1003_10000_history_update_completion_report.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227200000_1003_10000_version_4_0_47_closure_and_rollover_report.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227200000_1003_10000_version_4_0_47_closure_and_rollover_report.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227200000_1003_10000_version_4_0_47_closure_and_rollover_report.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_48\20260227200000_1003_10000_version_4_0_47_closure_and_rollover_report.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227100800_10000_1001_version_4_0_49_initialized.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227100800_10000_1001_version_4_0_49_initialized.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227100800_10000_1001_version_4_0_49_initialized.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227100800_10000_1001_version_4_0_49_initialized.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227123000_1007_dbdoc_recommendations.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227123000_1007_dbdoc_recommendations.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227123000_1007_dbdoc_recommendations.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227123000_1007_dbdoc_recommendations.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_db_changes_summary.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_db_changes_summary.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_db_changes_summary.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_db_changes_summary.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_thread_summary.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_thread_summary.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_thread_summary.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227124500_10000_windsurf_thread_summary.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227134000_1007_channels_admin_api_research.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227134000_1007_channels_admin_api_research.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227134000_1007_channels_admin_api_research.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227134000_1007_channels_admin_api_research.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227140000_1007_codex_thread_summary.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227140000_1007_codex_thread_summary.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227140000_1007_codex_thread_summary.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_49\20260227140000_1007_codex_thread_summary.md: missing_updated
channels\42\threads\DEVELOPMENT_CYCLE_4_0_50\20260228060000_10000_1002_version_4_0_50_initialized.md: missing_file_path
channels\42\threads\DEVELOPMENT_CYCLE_4_0_50\20260228060000_10000_1002_version_4_0_50_initialized.md: missing_hash
channels\42\threads\DEVELOPMENT_CYCLE_4_0_50\20260228060000_10000_1002_version_4_0_50_initialized.md: missing_system_version
channels\42\threads\DEVELOPMENT_CYCLE_4_0_50\20260228060000_10000_1002_version_4_0_50_initialized.md: missing_updated
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171500_1001_10000_flp_headers_audit_initiated.md: missing_file_path
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171500_1001_10000_flp_headers_audit_initiated.md: missing_hash
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171500_1001_10000_flp_headers_audit_initiated.md: missing_system_version
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171500_1001_10000_flp_headers_audit_initiated.md: missing_updated
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171600_1001_10000_audit_complete.md: missing_file_path
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171600_1001_10000_audit_complete.md: missing_hash
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171600_1001_10000_audit_complete.md: missing_system_version
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171600_1001_10000_audit_complete.md: missing_updated
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171900_1001_10000_completion_message.md: missing_file_path
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171900_1001_10000_completion_message.md: missing_hash
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171900_1001_10000_completion_message.md: missing_system_version
channels\42\threads\FLP_HEADERS_AUDIT_4_0_44\20260224171900_1001_10000_completion_message.md: missing_updated
channels\42\threads\ITS\20260224142600_1002_1001_version_4_0_42_initialization_complete.md: missing_file_path
channels\42\threads\ITS\20260224142600_1002_1001_version_4_0_42_initialization_complete.md: missing_hash
channels\42\threads\ITS\20260224142600_1002_1001_version_4_0_42_initialization_complete.md: missing_system_version
channels\42\threads\ITS\20260224142600_1002_1001_version_4_0_42_initialization_complete.md: missing_updated
channels\42\threads\ITS\20260224160000_1002_1001_install_verification_complete.md: missing_file_path
channels\42\threads\ITS\20260224160000_1002_1001_install_verification_complete.md: missing_hash
channels\42\threads\ITS\20260224160000_1002_1001_install_verification_complete.md: missing_system_version
channels\42\threads\ITS\20260224160000_1002_1001_install_verification_complete.md: missing_updated
channels\42\threads\ITS\20260224160800_1001_10000_antigravity_directive_complete.md: missing_file_path
channels\42\threads\ITS\20260224160800_1001_10000_antigravity_directive_complete.md: missing_hash
channels\42\threads\ITS\20260224160800_1001_10000_antigravity_directive_complete.md: missing_system_version
channels\42\threads\ITS\20260224160800_1001_10000_antigravity_directive_complete.md: missing_updated
channels\42\threads\ITS\20260224162100_1001_10000_agent_status_channel_0_complete.md: missing_file_path
channels\42\threads\ITS\20260224162100_1001_10000_agent_status_channel_0_complete.md: missing_hash
channels\42\threads\ITS\20260224162100_1001_10000_agent_status_channel_0_complete.md: missing_system_version
channels\42\threads\ITS\20260224162100_1001_10000_agent_status_channel_0_complete.md: missing_updated
channels\42\threads\ITS\20260224162300_1001_10000_changelog_updated_4_0_42.md: missing_file_path
channels\42\threads\ITS\20260224162300_1001_10000_changelog_updated_4_0_42.md: missing_hash
channels\42\threads\ITS\20260224162300_1001_10000_changelog_updated_4_0_42.md: missing_system_version
channels\42\threads\ITS\20260224162300_1001_10000_changelog_updated_4_0_42.md: missing_updated
channels\42\threads\ITS\20260224162400_1001_10000_pre_push_cleanup_complete.md: missing_file_path
channels\42\threads\ITS\20260224162400_1001_10000_pre_push_cleanup_complete.md: missing_hash
channels\42\threads\ITS\20260224162400_1001_10000_pre_push_cleanup_complete.md: missing_system_version
channels\42\threads\ITS\20260224162400_1001_10000_pre_push_cleanup_complete.md: missing_updated
channels\666\quarantine\105955_README.md: missing_file_path
channels\666\quarantine\105955_README.md: missing_hash
channels\666\quarantine\105955_README.md: missing_system_version
channels\666\quarantine\105955_README.md: missing_updated
channels\666\quarantine\110054_README.md: missing_file_path
channels\666\quarantine\110054_README.md: missing_hash
channels\666\quarantine\110054_README.md: missing_system_version
channels\666\quarantine\110054_README.md: missing_updated
channels\666\quarantine\110242_README.md: missing_file_path
channels\666\quarantine\110242_README.md: missing_hash
channels\666\quarantine\110242_README.md: missing_system_version
channels\666\quarantine\110242_README.md: missing_updated
channels\666\quarantine\20260224143000_10000_1001_version_display_fixed.md: missing_file_path
channels\666\quarantine\20260224143000_10000_1001_version_display_fixed.md: missing_hash
channels\666\quarantine\20260224143000_10000_1001_version_display_fixed.md: missing_system_version
channels\666\quarantine\20260224143000_10000_1001_version_display_fixed.md: missing_updated
channels\666\quarantine\20260224144500_10000_1001_version_display_fixed_v2.md: missing_file_path
channels\666\quarantine\20260224144500_10000_1001_version_display_fixed_v2.md: missing_hash
channels\666\quarantine\20260224144500_10000_1001_version_display_fixed_v2.md: missing_system_version
channels\666\quarantine\20260224144500_10000_1001_version_display_fixed_v2.md: missing_updated
channels\666\quarantine\20260224145000_10000_1001_install_sql_errors_critical.md: missing_file_path
channels\666\quarantine\20260224145000_10000_1001_install_sql_errors_critical.md: missing_hash
channels\666\quarantine\20260224145000_10000_1001_install_sql_errors_critical.md: missing_system_version
channels\666\quarantine\20260224145000_10000_1001_install_sql_errors_critical.md: missing_updated
channels\666\quarantine\20260224150000_10000_1001_sql_errors_fixed.md: missing_file_path
channels\666\quarantine\20260224150000_10000_1001_sql_errors_fixed.md: missing_hash
channels\666\quarantine\20260224150000_10000_1001_sql_errors_fixed.md: missing_system_version
channels\666\quarantine\20260224150000_10000_1001_sql_errors_fixed.md: missing_updated
channels\666\quarantine\20260224150000_10000_1001_sql_fixes_complete_restart_needed.md: missing_file_path
channels\666\quarantine\20260224150000_10000_1001_sql_fixes_complete_restart_needed.md: missing_hash
channels\666\quarantine\20260224150000_10000_1001_sql_fixes_complete_restart_needed.md: missing_system_version
channels\666\quarantine\20260224150000_10000_1001_sql_fixes_complete_restart_needed.md: missing_updated
channels\666\quarantine\20260224_antigravity_dialog_doctrine_traceability.md: missing_file_path
channels\666\quarantine\20260224_antigravity_dialog_doctrine_traceability.md: missing_hash
channels\666\quarantine\20260224_antigravity_dialog_doctrine_traceability.md: missing_system_version
channels\666\quarantine\20260224_antigravity_dialog_doctrine_traceability.md: missing_updated
channels\666\quarantine\20260224_version_4_0_42_initialized.md: missing_file_path
channels\666\quarantine\20260224_version_4_0_42_initialized.md: missing_hash
channels\666\quarantine\20260224_version_4_0_42_initialized.md: missing_system_version
channels\666\quarantine\20260224_version_4_0_42_initialized.md: missing_updated
channels\666\quarantine\20260225000001_10001_0_0_timestamp_standard.md: missing_file_path
channels\666\quarantine\20260225000001_10001_0_0_timestamp_standard.md: missing_hash
channels\666\quarantine\20260225000001_10001_0_0_timestamp_standard.md: missing_system_version
channels\666\quarantine\20260225000001_10001_0_0_timestamp_standard.md: missing_updated
channels\666\quarantine\20260225121200_10000_1000_0_agent_status_cursor_offline.md: missing_file_path
channels\666\quarantine\20260225121200_10000_1000_0_agent_status_cursor_offline.md: missing_hash
channels\666\quarantine\20260225121200_10000_1000_0_agent_status_cursor_offline.md: missing_system_version
channels\666\quarantine\20260225121200_10000_1000_0_agent_status_cursor_offline.md: missing_updated
channels\666\quarantine\README.md: missing_file_path
channels\666\quarantine\README.md: missing_hash
channels\666\quarantine\README.md: missing_system_version
channels\666\quarantine\README.md: missing_updated
channels\README.md: missing_file_path
channels\README.md: missing_hash
channels\README.md: missing_system_version
channels\README.md: missing_updated
CHATGPT_AUDIT_DIRECTIVE_COMPLETE_4_0_33.md: missing_file_path
CHATGPT_AUDIT_DIRECTIVE_COMPLETE_4_0_33.md: missing_hash
CHATGPT_AUDIT_DIRECTIVE_COMPLETE_4_0_33.md: missing_system_version
CHATGPT_AUDIT_DIRECTIVE_COMPLETE_4_0_33.md: missing_updated
CONTRIBUTING.md: missing_file_path
CONTRIBUTING.md: missing_hash
CONTRIBUTING.md: missing_system_version
CONTRIBUTING.md: missing_updated
database\csv_data\README.md: missing_file_path
database\csv_data\README.md: missing_hash
database\csv_data\README.md: missing_system_version
database\csv_data\README.md: missing_updated
database\migrations\antigravity_dialog_prompt_4.0.23.md: missing_file_path
database\migrations\antigravity_dialog_prompt_4.0.23.md: missing_hash
database\migrations\antigravity_dialog_prompt_4.0.23.md: missing_system_version
database\migrations\antigravity_dialog_prompt_4.0.23.md: missing_updated
database\migrations\README.md: missing_file_path
database\migrations\README.md: missing_hash
database\migrations\README.md: missing_system_version
database\migrations\README.md: missing_updated
database\migrations\REGISTRY_SCHEMA_DIAGNOSIS_4.0.27.md: missing_file_path
database\migrations\REGISTRY_SCHEMA_DIAGNOSIS_4.0.27.md: missing_hash
database\migrations\REGISTRY_SCHEMA_DIAGNOSIS_4.0.27.md: missing_system_version
database\migrations\REGISTRY_SCHEMA_DIAGNOSIS_4.0.27.md: missing_updated
database\README.md: missing_file_path
database\README.md: missing_hash
database\README.md: missing_system_version
database\README.md: missing_updated
database\refactors\readme.md: missing_file_path
database\refactors\readme.md: missing_hash
database\refactors\readme.md: missing_system_version
database\refactors\readme.md: missing_updated
DB_SNAPSHOT_PROTOCOL.md: missing_file_path
DB_SNAPSHOT_PROTOCOL.md: missing_hash
DB_SNAPSHOT_PROTOCOL.md: missing_system_version
DB_SNAPSHOT_PROTOCOL.md: missing_updated
DEV_CYCLE_4.0.4.md: missing_file_path
DEV_CYCLE_4.0.4.md: missing_hash
DEV_CYCLE_4.0.4.md: missing_system_version
DEV_CYCLE_4.0.4.md: missing_updated
dialogs_old_replaced_by_channels\3.0.17-ui_change_integration_dialog.md: missing_file_path
dialogs_old_replaced_by_channels\3.0.17-ui_change_integration_dialog.md: missing_hash
dialogs_old_replaced_by_channels\3.0.17-ui_change_integration_dialog.md: missing_system_version
dialogs_old_replaced_by_channels\3.0.17-ui_change_integration_dialog.md: missing_updated
dialogs_old_replaced_by_channels\4.2.0_release_announcement.md: missing_file_path
dialogs_old_replaced_by_channels\4.2.0_release_announcement.md: missing_hash
dialogs_old_replaced_by_channels\4.2.0_release_announcement.md: missing_system_version
dialogs_old_replaced_by_channels\4.2.0_release_announcement.md: missing_updated
dialogs_old_replaced_by_channels\4.3.0_delay_announcement.md: missing_file_path
dialogs_old_replaced_by_channels\4.3.0_delay_announcement.md: missing_hash
dialogs_old_replaced_by_channels\4.3.0_delay_announcement.md: missing_system_version
dialogs_old_replaced_by_channels\4.3.0_delay_announcement.md: missing_updated
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\AGI_SUPPORT_MEETING_01_GETTING_STARTED_ORIENTATION.md: missing_file_path
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\AGI_SUPPORT_MEETING_01_GETTING_STARTED_ORIENTATION.md: missing_hash
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\AGI_SUPPORT_MEETING_01_GETTING_STARTED_ORIENTATION.md: missing_system_version
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\AGI_SUPPORT_MEETING_01_GETTING_STARTED_ORIENTATION.md: missing_updated
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\README.md: missing_file_path
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\README.md: missing_hash
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\README.md: missing_system_version
dialogs_old_replaced_by_channels\AGI_SUPPORTMEETING_INDEX\README.md: missing_updated
dialogs_old_replaced_by_channels\CaptainsLog.md: missing_file_path
dialogs_old_replaced_by_channels\CaptainsLog.md: missing_hash
dialogs_old_replaced_by_channels\CaptainsLog.md: missing_system_version
dialogs_old_replaced_by_channels\CaptainsLog.md: missing_updated
dialogs_old_replaced_by_channels\cascade_correction_entry.md: missing_file_path
dialogs_old_replaced_by_channels\cascade_correction_entry.md: missing_hash
dialogs_old_replaced_by_channels\cascade_correction_entry.md: missing_system_version
dialogs_old_replaced_by_channels\cascade_correction_entry.md: missing_updated
dialogs_old_replaced_by_channels\cascade_takeover_entry.md: missing_file_path
dialogs_old_replaced_by_channels\cascade_takeover_entry.md: missing_hash
dialogs_old_replaced_by_channels\cascade_takeover_entry.md: missing_system_version
dialogs_old_replaced_by_channels\cascade_takeover_entry.md: missing_updated
dialogs_old_replaced_by_channels\castcade.md: missing_file_path
dialogs_old_replaced_by_channels\castcade.md: missing_hash
dialogs_old_replaced_by_channels\castcade.md: missing_system_version
dialogs_old_replaced_by_channels\castcade.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog-side.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog-side.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog-side.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog-side.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_backup.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_backup.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_backup.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_backup.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_current.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_current.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_current.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_current.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_MONDAY_WOLFIE.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_MONDAY_WOLFIE.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_MONDAY_WOLFIE.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_MONDAY_WOLFIE.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_schema_sync_3_0_46.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_schema_sync_3_0_46.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_schema_sync_3_0_46.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_schema_sync_3_0_46.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_that_pertains_to_whatever_the_fuck_we_are_doing.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_that_pertains_to_whatever_the_fuck_we_are_doing.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_that_pertains_to_whatever_the_fuck_we_are_doing.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_that_pertains_to_whatever_the_fuck_we_are_doing.md: missing_updated
dialogs_old_replaced_by_channels\changelog_dialog_UTC_2026-01-20.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_dialog_UTC_2026-01-20.md: missing_hash
dialogs_old_replaced_by_channels\changelog_dialog_UTC_2026-01-20.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_dialog_UTC_2026-01-20.md: missing_updated
dialogs_old_replaced_by_channels\changelog_readme.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_readme.md: missing_hash
dialogs_old_replaced_by_channels\changelog_readme.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_readme.md: missing_updated
dialogs_old_replaced_by_channels\changelog_todo.md: missing_file_path
dialogs_old_replaced_by_channels\changelog_todo.md: missing_hash
dialogs_old_replaced_by_channels\changelog_todo.md: missing_system_version
dialogs_old_replaced_by_channels\changelog_todo.md: missing_updated
dialogs_old_replaced_by_channels\cip_execution_status_3_0_75.md: missing_file_path
dialogs_old_replaced_by_channels\cip_execution_status_3_0_75.md: missing_hash
dialogs_old_replaced_by_channels\cip_execution_status_3_0_75.md: missing_system_version
dialogs_old_replaced_by_channels\cip_execution_status_3_0_75.md: missing_updated
dialogs_old_replaced_by_channels\cursor.md: missing_file_path
dialogs_old_replaced_by_channels\cursor.md: missing_hash
dialogs_old_replaced_by_channels\cursor.md: missing_system_version
dialogs_old_replaced_by_channels\cursor.md: missing_updated
dialogs_old_replaced_by_channels\CURSOR_WINDSURF_HANDOFF_v3_0_70.md: missing_file_path
dialogs_old_replaced_by_channels\CURSOR_WINDSURF_HANDOFF_v3_0_70.md: missing_hash
dialogs_old_replaced_by_channels\CURSOR_WINDSURF_HANDOFF_v3_0_70.md: missing_system_version
dialogs_old_replaced_by_channels\CURSOR_WINDSURF_HANDOFF_v3_0_70.md: missing_updated
dialogs_old_replaced_by_channels\everyone.md: missing_file_path
dialogs_old_replaced_by_channels\everyone.md: missing_hash
dialogs_old_replaced_by_channels\everyone.md: missing_system_version
dialogs_old_replaced_by_channels\everyone.md: missing_updated
dialogs_old_replaced_by_channels\final_state_entry.md: missing_file_path
dialogs_old_replaced_by_channels\final_state_entry.md: missing_hash
dialogs_old_replaced_by_channels\final_state_entry.md: missing_system_version
dialogs_old_replaced_by_channels\final_state_entry.md: missing_updated
dialogs_old_replaced_by_channels\FRIDAY_SUNDAY_WORK_RULES_dialog.md: missing_file_path
dialogs_old_replaced_by_channels\FRIDAY_SUNDAY_WORK_RULES_dialog.md: missing_hash
dialogs_old_replaced_by_channels\FRIDAY_SUNDAY_WORK_RULES_dialog.md: missing_system_version
dialogs_old_replaced_by_channels\FRIDAY_SUNDAY_WORK_RULES_dialog.md: missing_updated
dialogs_old_replaced_by_channels\GOV-AD-PROHIBIT-001_dialog.md: missing_file_path
dialogs_old_replaced_by_channels\GOV-AD-PROHIBIT-001_dialog.md: missing_hash
dialogs_old_replaced_by_channels\GOV-AD-PROHIBIT-001_dialog.md: missing_system_version
dialogs_old_replaced_by_channels\GOV-AD-PROHIBIT-001_dialog.md: missing_updated
dialogs_old_replaced_by_channels\GOV_dialog-side.md: missing_file_path
dialogs_old_replaced_by_channels\GOV_dialog-side.md: missing_hash
dialogs_old_replaced_by_channels\GOV_dialog-side.md: missing_system_version
dialogs_old_replaced_by_channels\GOV_dialog-side.md: missing_updated
dialogs_old_replaced_by_channels\GOV_dialog.md: missing_file_path
dialogs_old_replaced_by_channels\GOV_dialog.md: missing_hash
dialogs_old_replaced_by_channels\GOV_dialog.md: missing_system_version
dialogs_old_replaced_by_channels\GOV_dialog.md: missing_updated
dialogs_old_replaced_by_channels\HELP_changelog_dialog-side.md: missing_file_path
dialogs_old_replaced_by_channels\HELP_changelog_dialog-side.md: missing_hash
dialogs_old_replaced_by_channels\HELP_changelog_dialog-side.md: missing_system_version
dialogs_old_replaced_by_channels\HELP_changelog_dialog-side.md: missing_updated
