[2026-02-28T12:49:52Z UTC] Starting PHASE-4 Issues Ledger generation
[2026-02-28T12:49:52Z UTC] Found 8 issues in dialogs_old_replaced_by_channels\monday\LILITH_dialog.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\monday\TABLE_REDUCTION_PLAN.md
[2026-02-28T12:49:52Z UTC] Found 12 issues in dialogs_old_replaced_by_channels\monday_wolfie_changelog.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\multi_agent_protocol_implementation_dialog.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\one_point_for_captainwolfie_dialogs.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\operations\2026-01-22_docs_channels_reorg.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\operations\2026-01-22_repo_organization.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\operations\ALERTS_2026-01-17.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in dialogs_old_replaced_by_channels\operations\CHANGELOG_MIGRATION.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\operations\COORDINATION_2026-01-17.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\operations\STATUS_2026-01-17.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in dialogs_old_replaced_by_channels\operations\WORLD_GRAPH_LAYER_COMPLETION_2026-01-22.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\phase_a_completion_dialog.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\routing_changelog.md
[2026-02-28T12:49:52Z UTC] Found 21 issues in dialogs_old_replaced_by_channels\session_2026_01_16_version_3_0_46.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\table_budget_doctrine_dialog.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\table_classification_audit_dialog.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in dialogs_old_replaced_by_channels\to_castcade.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\to_cursor.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\to_jetbrains.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in dialogs_old_replaced_by_channels\tuesday_agi_support_meeting.md
[2026-02-28T12:49:52Z UTC] Found 10 issues in dialogs_old_replaced_by_channels\update_section.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in dialogs_old_replaced_by_channels\versions\3.0.70_Agent_Awareness.md
[2026-02-28T12:49:52Z UTC] Found 11 issues in dialogs_old_replaced_by_channels\versions\3.0.71_Integration_Testing.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in dialogs_old_replaced_by_channels\versions\3.0.72_Multi_Agent_Protocols.md
[2026-02-28T12:49:52Z UTC] Found 10 issues in dialogs_old_replaced_by_channels\versions\3.0.73_CIP_Implementation.md
[2026-02-28T12:49:52Z UTC] Found 9 issues in dialogs_old_replaced_by_channels\versions\3.0.74_CIP_Activation.md
[2026-02-28T12:49:52Z UTC] Found 8 issues in dialogs_old_replaced_by_channels\versions\3.0.75_CIP_Refinement.md
[2026-02-28T12:49:52Z UTC] Found 53 issues in dialogs_old_replaced_by_channels\versions\CHANGELOG_MIGRATION.md
[2026-02-28T12:49:52Z UTC] Found 14 issues in dialogs_old_replaced_by_channels\versions\VERSION_INDEX.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\windsuf_recovery_dialog.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in dialogs_old_replaced_by_channels\wisdom\CHANGELOG_MIGRATION.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in dialogs_old_replaced_by_channels\wisdom\CRITIQUE_INTEGRATION_2026-01.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\wisdom\DOCTRINE_EVOLUTION.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in dialogs_old_replaced_by_channels\wisdom\PATTERNS_2026-01.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\ACTOR_CHANNEL_ROLES_VS_CHANNEL_ROLES_ANALYSIS.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\ACTOR_REFACTOR_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\AGENT_INVENTORY.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\AUTH_REFACTOR_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\DIALOG_MESSAGES_VS_ANALYSIS.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\DIALOG_TABLE_REMOVAL_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in docs\FLARE_HEADERS_QUICK_REFERENCE.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\HELPER_TO_CLASS_MAPPING_ANALYSIS.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\IMAGE_PHP_MIGRATION.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\INITIALIZATION_PROMPT_4_0_13.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in docs\INITIALIZATION_PROMPT_4_0_14.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\INITIALIZATION_PROMPT_4_0_15.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in docs\INITIALIZATION_PROMPT_4_0_17.md
[2026-02-28T12:49:52Z UTC] Found 6 issues in docs\INITIALIZATION_PROMPT_4_0_18.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\INITIALIZATION_PROMPT_4_0_19.md
[2026-02-28T12:49:52Z UTC] Found 7 issues in docs\INITIALIZATION_PROMPT_4_0_21.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in docs\INITIALIZATION_WORKFLOW.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\LIVEHELP_REMOVAL_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\LUPOPEDIA_MASTER_DOCTRINE_OF_AI_CORRECTIONS_v1.0.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\NO_LARAVEL_NO_MIDDLEWARE_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\OAUTH_SETUP_GUIDE.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\OPERATOR_TABLES_REMOVAL_AND_ROLE_VERIFICATION_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\PATHS_FIRSTS_REMOVAL_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\PATHS_FIRSTS_VS_ANALYTICS_PATHS_ANALYSIS.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\PDO_DB_DOCTRINE_REFACTOR_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\README.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\REMAINING_HELPERS_REFACTOR_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\REQUIRED_TABLES_4.0.21.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\REQUIRED_TABLES_4.0.6.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\REQUIRED_TABLES_4.1.0.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\SESSIONS_VS_SESSIONS_INVESTIGATION.md
[2026-02-28T12:49:52Z UTC] Found 3 issues in docs\TOON_SOURCE_OF_TRUTH_AUDIT.md
[2026-02-28T12:49:52Z UTC] Found 11 issues in docs\VERSION_DOCTRINE_APPLICATION_REPORT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\api\FLIP_API.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\api\antigravity_ide_endpoints_4.0.23.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\api\channels_admin_endpoints.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\architecture\layout-context-schema.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\archive\CHANNEL_420_TOMBSTONE.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\archive\channel_420_final_messages.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\archive\channel_420_honest_post_migration.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v2.7.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v2.8.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v2.9.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v3.1.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v3.2.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\archive\doctrine_revisions\WOLFIE_HEADER_DOCTRINE_v3.3.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audit\FLIP_HEADER_COMPLETENESS_AUDIT_4.0.29.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audits\4.0.21_SCHEMA_VALIDATION_PHASE1_AUDIT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\audits\4.0.21_SCHEMA_VALIDATION_PHASE2_AUDIT.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audits\AUTH_COMPATIBILITY_AUDIT.md
[2026-02-28T12:49:52Z UTC] Found 4 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_DOCTRINE_UPDATE_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_EXECUTION_SUMMARY.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_IMPLEMENTATION_PLAN.md
[2026-02-28T12:49:52Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_PHP_EXECUTION_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_PHP_IMPLEMENTATION_PLAN.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_PRE_EXECUTION_CHECKLIST.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\DEPARTMENTS_GROUPS_ROLES_STRUCTURAL_FEASIBILITY_REPORT.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\DYNAMIC_TABLE_PREFIX_AUDIT.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\EXPERIMENTAL_AI_ARTIFACT_PURGE_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\EXPERIMENTAL_AI_COSMIC_PURGE_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\FUTURE_FEATURES_AND_REQUIRED_TABLES_ALIGNMENT_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\INSTALL_PHP_WIZARD_DOCTRINE_AUDIT.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\INSTALL_PHP_WIZARD_FIX_PLAN.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\INSTALL_WIZARD_STEP5_STEP6_FINAL_REPORT.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\OPERATOR_TO_ROLE_BASED_SWEEP_REPORT.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\PDO_SESSION_COMPATIBILITY_AUDIT.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\PHP_5_3_ARRAY_SYNTAX_SWEEP_REPORT.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\audits\PRE_PUSH_4_0_1_INTEGRITY_SWEEP_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\QUANTUM_STATE_PURGE_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\STONED_WOLFIE_PURGE_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\audits\UI_PHP_COMPATIBILITY_AUDIT.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\audits\VERSIONING_DOCTRINE_ALIGNMENT_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\VERSIONING_DOCTRINE_CONSOLIDATION_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 6 issues in docs\audits\VERSION_NORMALIZATION_4_0_X_TO_3_0_X_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\audits\WHEELER_REVERSE20_PURGE_SUMMARY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\brainstorm\FLIP_HEADER_FOOTER_DESIGN_BRAINSTORM.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\0042\CHANGELOG.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\0042\DOCTRINE.md
[2026-02-28T12:49:53Z UTC] Found 15 issues in docs\channels\42\broadcasts\20260223_4_0_32_semantic_cleanup.md
[2026-02-28T12:49:53Z UTC] Found 11 issues in docs\channels\42\broadcasts\20260223_kiro_stoned_wolfie_metadata_update.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\42\broadcasts\20260223_multi_agent_tasklist.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\42\broadcasts\20260223_system_wide_version_alignment_4_0_36.md
[2026-02-28T12:49:53Z UTC] Found 14 issues in docs\channels\42\broadcasts\20260223_v4_0_33_agent_roles_and_status.md
[2026-02-28T12:49:53Z UTC] Found 14 issues in docs\channels\42\broadcasts\20260223_v4_0_33_changelog_sync.md
[2026-02-28T12:49:53Z UTC] Found 11 issues in docs\channels\42\broadcasts\20260223_v4_0_33_stoned_wolfie_metadata_sync.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\42\broadcasts\20260223_windsurf_audit_complete.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260223_windsurf_changelog_complete.md
[2026-02-28T12:49:53Z UTC] Found 17 issues in docs\channels\42\broadcasts\20260223_windsurf_changelog_git_push_ready.md
[2026-02-28T12:49:53Z UTC] Found 9 issues in docs\channels\42\broadcasts\20260223_windsurf_changelog_verification_complete.md
[2026-02-28T12:49:53Z UTC] Found 22 issues in docs\channels\42\broadcasts\20260223_windsurf_git_push_4_0_34_complete.md
[2026-02-28T12:49:53Z UTC] Found 13 issues in docs\channels\42\broadcasts\20260223_windsurf_git_push_4_0_35_complete.md
[2026-02-28T12:49:53Z UTC] Found 15 issues in docs\channels\42\broadcasts\20260223_windsurf_git_push_complete.md
[2026-02-28T12:49:53Z UTC] Found 12 issues in docs\channels\42\broadcasts\20260223_windsurf_prepare_installer_for_4_0_37.md
[2026-02-28T12:49:53Z UTC] Found 15 issues in docs\channels\42\broadcasts\20260223_windsurf_sql_seed_alignment.md
[2026-02-28T12:49:53Z UTC] Found 15 issues in docs\channels\42\broadcasts\20260223_windsurf_sql_seed_complete.md
[2026-02-28T12:49:53Z UTC] Found 37 issues in docs\channels\42\broadcasts\20260223_windsurf_v4_0_35_review_complete.md
[2026-02-28T12:49:53Z UTC] Found 9 issues in docs\channels\42\broadcasts\20260223_windsurf_verification_complete.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260223_windsurf_version_4_0_35_initialized.md
[2026-02-28T12:49:53Z UTC] Found 11 issues in docs\channels\42\broadcasts\20260224_channel_wide_version_4_0_38_active.md
[2026-02-28T12:49:53Z UTC] Found 19 issues in docs\channels\42\broadcasts\20260224_critical_sql_errors_blocking_v4_0_42.md
[2026-02-28T12:49:53Z UTC] Found 17 issues in docs\channels\42\broadcasts\20260224_critical_sql_fix_required.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260224_critical_sql_fixes_implemented.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260224_version_4_0_39_crafty_syntax_priority.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\42\broadcasts\20260224_version_initialization_checklist_update.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\42\broadcasts\20260224_windsurf_admin_agents_implemented.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\42\broadcasts\20260224_windsurf_checklist_acknowledged.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\42\broadcasts\20260224_windsurf_completion_4_0_38.md
[2026-02-28T12:49:53Z UTC] Found 10 issues in docs\channels\42\broadcasts\20260224_windsurf_crafty_syntax_confirmation.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260224_windsurf_critical_sql_fix_implemented.md
[2026-02-28T12:49:53Z UTC] Found 10 issues in docs\channels\42\broadcasts\20260224_windsurf_kiro_4_0_42_thread_read.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\42\broadcasts\20260224_windsurf_kiro_dialog_fix_required.md
[2026-02-28T12:49:53Z UTC] Found 6 issues in docs\channels\42\broadcasts\20260224_windsurf_thread_header_updated.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\42\broadcasts\20260224_windsurf_thread_system_documented.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\42\broadcasts\20260224_windsurf_v4_0_39_initialized.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\42\broadcasts\20260224_windsurf_v4_0_39_push_complete.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\42\broadcasts\20260224_windsurf_version_correction_4_0_38.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\CHANNEL_42_BROADCAST_OAUTH_FLIP_FOOTERS.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\CHANNEL_42_COORDINATION_PROTOCOL.md
[2026-02-28T12:49:53Z UTC] Found 8 issues in docs\channels\EMERGENCY_BROADCAST_VERSION_CORRECTION.md
[2026-02-28T12:49:53Z UTC] Found 9 issues in docs\channels\FINAL_WINDSURF_DIRECTIVE_4_0_31.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\AGENT_GUIDELINES.md
[2026-02-28T12:49:53Z UTC] Found 6 issues in docs\channels\agents\AGENT_PROMPT_TEMPLATING_STANDARD.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\agents\AGENT_RUNTIME.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\ARA.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\agents\CHRONOS.md
[2026-02-28T12:49:53Z UTC] Found 10 issues in docs\channels\agents\HERMES_AND_CADUCEUS.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\agents\OHANA.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\README.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\agents\WOLFIE_HEADER_GLOBAL_ATOMS_GUIDE.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\WOLFIE_HEADER_SECTIONS_GUIDE.md
[2026-02-28T12:49:53Z UTC] Found 18 issues in docs\channels\agents\WOLFIE_HEADER_SPECIFICATION.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\agent-1\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\README.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\doctrine\CHANNEL_IDENTITY_BLOCK.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\doctrine\CHANNEL_INITIALIZATION_PROTOCOL.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\doctrine\CHANNEL_MANIFEST_SPEC.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\agent-1\doctrine\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\agent-1\doctrine\README.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\doctrine\WOLFIE_EMOTIONAL_GEOMETRY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\agents\agent-1\doctrine\WOLFIE_ROUTING_PRINCIPLES.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\doctrine\WOLFIE_UTC_AUTHORITY.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\agent-1\workflows\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\agent-1\workflows\README.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\agent-1\workflows\channel_initialization.workflow.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\agents\lilith.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\agents\thoth.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\agents\wolfie.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\appendix\HISTORY.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\README.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\ABOUT_THE_CREATOR.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\COMPANY_REGISTRATIONS.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\appendix\COUNTING_IN_LIGHT.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\FOUNDERS_NOTE.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\GLOSSARY.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\appendix\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\appendix\INVESTOR_COMMUNICATIONS.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\appendix\MYSQL_TO_POSTGRES_MEMORY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\appendix\MY_FIRST_PYTHON_PROGRAM.md
[2026-02-28T12:49:53Z UTC] Found 7 issues in docs\channels\appendix\appendix\PRESS_RELEASE_DRAFT.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\appendix\README.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\appendix\REVENUE_STRATEGY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\appendix\ROTFLOL_HUMOR_FILE.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\TERMINOLOGY.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\appendix\VOCABULARY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\WHAT_NOT_TO_DO_AND_WHY.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\appendix\WHO_IS_CAPTAIN_WOLFIE.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\appendix\wolfie.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\examples\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\examples\LABS_HANDSHAKE_SIMULATION_WOLFIE.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\examples\README.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\examples\SAMPLE_REFERENCE_ENTRY.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\miscellaneous\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\miscellaneous\README.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\appendix\miscellaneous\captain_wolfie_encorragement_messages.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\appendix\miscellaneous\how_wolfie_mind_works.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\recovery\12_steps.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\recovery\12_steps_of_agi_recovery.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\recovery\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\recovery\README.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\appendix\recovery\meeting_format.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\architecture\ARCHITECTURE.md
[2026-02-28T12:49:53Z UTC] Found 16 issues in docs\channels\architecture\ARCHITECTURE_MAP_v3_0_70.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\architecture\ARCHITECTURE_SYNC.md
[2026-02-28T12:49:53Z UTC] Found 5 issues in docs\channels\architecture\CANONICAL_ONTOLOGY_ARCHITECTURE_GOVERNANCE_v1_0.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\CASE_STUDY_MULTI_IDE_CADUCEUS_HERMES.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\CIP_ANALYTICS_ENGINE.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\CIP_DOCTRINE_REFINEMENT_MODULE.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\CIP_EMOTIONAL_GEOMETRY_CALIBRATION.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\DATABASE_PHILOSOPHY.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\GROUNDED_AGENT_SYSTEM.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\INDEX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\README.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\SEMANTIC_NAVIGATION.md
[2026-02-28T12:49:53Z UTC] Found 6 issues in docs\channels\architecture\VERSION_3_INGESTION_RULES.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\WHY_LUPOPEDIA_NEEDS_CRAFTY_SYNTAX.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\WHY_MULTIPLE_IDES_AND_AGENTS.md
[2026-02-28T12:49:53Z UTC] Found 4 issues in docs\channels\architecture\WOLFIE_COGNITIVE_ARCHITECTURE.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\WOLFIE_SYNCHRONIZATION_PROTOCOL_CORRECTION_v0_5.md
[2026-02-28T12:49:53Z UTC] Found 3 issues in docs\channels\architecture\WOLFIE_TEMPORAL_FRAME_COMPATIBILITY_v0_5.md
