"entity_type` varchar(64) NOT NULL","entity_index` int NOT NULL","federation_node_id` bigint NOT NULL DEFAULT 1","created_utc` bigint NOT NULL","metadata_json` json"
channel,482,1,20260220133939,
channel,483,1,20260220133939,
channel,484,1,20260220133939,
channel,485,1,20260220133939,
channel,486,1,20260220133939,
channel,487,1,20260220133939,
channel,488,1,20260220133939,
channel,489,1,20260220133939,
channel,490,1,20260220133939,
channel,491,1,20260220133939,
channel,492,1,20260220133939,
channel,493,1,20260220133939,
channel,494,1,20260220133939,
channel,495,1,20260220133939,
channel,496,1,20260220133939,
channel,497,1,20260220133939,
channel,498,1,20260220133939,
channel,499,1,20260220133939,
channel,500,1,20260220133939,
