"referer_id` bigint NOT NULL auto_increment","content_id` bigint NOT NULL","actor_id` bigint NOT NULL","referer_url` varchar(2000)","referer_domain` varchar(255)","referer_path` varchar(2000)","referer_content_id` bigint","date_ymd` int NOT NULL","visits` int NOT NULL DEFAULT 1","depth` int NOT NULL DEFAULT 0","metadata_json` json"
149,0,0,http://l.facebook.com,l.facebook.com,,0,202511,30,1,"{""legacy_pageurl"": ""http://l.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 15, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 15}"
150,0,0,http://bing.com,bing.com,,0,202511,4,1,"{""legacy_pageurl"": ""http://bing.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
151,0,0,http://lupopedia.com/lh/navigation.php,lupopedia.com,/lh/navigation.php,0,202511,6,3,"{""legacy_pageurl"": ""http://lupopedia.com/lh/navigation.php"", ""legacy_parentrec"": 2, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
152,0,0,http://ntp.msn.com,ntp.msn.com,,0,202511,20,1,"{""legacy_pageurl"": ""http://ntp.msn.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 10, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 10}"
153,0,0,http://lupopedia.com/agent_profile.php,lupopedia.com,/agent_profile.php,0,202511,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
154,0,0,http://lupopedia.com/agent_profile.php?id=8,lupopedia.com,/agent_profile.php?id=8,0,202511,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=8"", ""legacy_parentrec"": 26, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
155,0,0,http://lupopedia.com/lh/admin_options.php?sound=off&tab=0,lupopedia.com,/lh/admin_options.php?sound=off&tab=0,0,202511,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php?sound=off&tab=0"", ""legacy_parentrec"": 3, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
156,0,0,http://lm.facebook.com,lm.facebook.com,,0,202511,74,1,"{""legacy_pageurl"": ""http://lm.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 37, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 37}"
157,0,0,http://lupopedia.com/login.php,lupopedia.com,/login.php,0,202511,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/login.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
158,0,0,http://lupopedia.com/lh/htmltags.php,lupopedia.com,/lh/htmltags.php,0,202511,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/lh/htmltags.php"", ""legacy_parentrec"": 2, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
159,0,0,http://lupopedia.com/lh/htmltags.php?department=1&website=1,lupopedia.com,/lh/htmltags.php?department=1&website=1,0,202511,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/htmltags.php?department=1&website=1"", ""legacy_parentrec"": 31, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
160,0,0,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,0,202511,17,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 10, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 7}"
161,0,0,http://lupopedia.com/agent_profile.php?id=10,lupopedia.com,/agent_profile.php?id=10,0,202511,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=10"", ""legacy_parentrec"": 26, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
162,0,0,http://lupopedia.com/support.php,lupopedia.com,/support.php,0,202511,14,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 7, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 7}"
163,0,0,http://host2012.hostmonster.com:2083,host2012.hostmonster.com:2083,,0,202511,2,1,"{""legacy_pageurl"": ""http://host2012.hostmonster.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
164,0,0,http://chatgpt.com,chatgpt.com,,0,202511,6,1,"{""legacy_pageurl"": ""http://chatgpt.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
165,0,0,http://patreon.com,patreon.com,,0,202511,6,1,"{""legacy_pageurl"": ""http://patreon.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
166,0,0,http://jonc.o2switch.net:2083,jonc.o2switch.net:2083,,0,202511,2,1,"{""legacy_pageurl"": ""http://jonc.o2switch.net:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
167,0,0,http://melba.cl:2082,melba.cl:2082,,0,202511,2,1,"{""legacy_pageurl"": ""http://melba.cl:2082"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
168,0,0,http://0.0.0.0:8002,0.0.0.0:8002,,0,202511,2,1,"{""legacy_pageurl"": ""http://0.0.0.0:8002"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
169,0,0,http://demos6.softaculous.com,demos6.softaculous.com,,0,202511,4,1,"{""legacy_pageurl"": ""http://demos6.softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
170,0,0,http://lupopedia.com/planfor_next_version_craftysyntax.php,lupopedia.com,/planfor_next_version_craftysyntax.php,0,202511,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/planfor_next_version_craftysyntax.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
171,0,0,http://lupopedia.com/mobile,lupopedia.com,/mobile,0,202511,1,2,"{""legacy_pageurl"": ""http://lupopedia.com/mobile"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
172,0,0,http://lupopedia.com/mobile/index.php,lupopedia.com,/mobile/index.php,0,202511,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/mobile/index.php"", ""legacy_parentrec"": 44, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
173,0,0,http://lupopedia.com/craftysyntax/planfor_next_version_craftysyntax.php,lupopedia.com,/craftysyntax/planfor_next_version_craftysyntax.php,0,202511,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/planfor_next_version_craftysyntax.php"", ""legacy_parentrec"": 33, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
174,0,0,http://lupopedia.com/wolfie_ladder,lupopedia.com,/wolfie_ladder,0,202511,5,2,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
175,0,0,http://lupopedia.com/craftysyntax/crafty_syntax_evolved.php,lupopedia.com,/craftysyntax/crafty_syntax_evolved.php,0,202511,4,3,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax/crafty_syntax_evolved.php"", ""legacy_parentrec"": 33, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
176,0,0,http://lupopedia.com/agents.php,lupopedia.com,/agents.php,0,202511,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/agents.php"", ""legacy_parentrec"": 1, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
177,0,0,http://lupopedia.com/wolfie_ladder/index.php,lupopedia.com,/wolfie_ladder/index.php,0,202511,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder/index.php"", ""legacy_parentrec"": 47, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
178,0,0,http://altar33.supremepanel33.com:2083,altar33.supremepanel33.com:2083,,0,202511,2,1,"{""legacy_pageurl"": ""http://altar33.supremepanel33.com:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
179,0,0,http://v103.vh.net.pl:2083,v103.vh.net.pl:2083,,0,202511,2,1,"{""legacy_pageurl"": ""http://v103.vh.net.pl:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
180,0,0,http://lupopedia.com/agent_profile.php?id=2,lupopedia.com,/agent_profile.php?id=2,0,202511,0,3,"{""legacy_pageurl"": ""http://lupopedia.com/agent_profile.php?id=2"", ""legacy_parentrec"": 26, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
181,0,0,http://m.facebook.com,m.facebook.com,,0,202512,110,1,"{""legacy_pageurl"": ""http://m.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 55, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 55}"
182,0,0,http://facebook.com,facebook.com,,0,202512,74,1,"{""legacy_pageurl"": ""http://facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 37, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 37}"
183,0,0,http://l.facebook.com,l.facebook.com,,0,202512,44,1,"{""legacy_pageurl"": ""http://l.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 22, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 22}"
184,0,0,http://lupopedia.com,lupopedia.com,,0,202512,97,1,"{""legacy_pageurl"": ""http://lupopedia.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 64, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 33}"
185,0,0,http://lupopedia.com?fbclid=IwY2xjawOhr1RleHRuA2FlbQIxMABicmlkETFKYmhTR1ZsSEdVVkJNd1VIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHjpC0sL7NcqEZFpgGtNbmEc7I110SR2xp3U2_8SjHQe7P3vdH3hrCUBnPh3W_aem_kNEZuV3QOL30KDBkklq19g,lupopedia.com?fbclid=IwY2xjawOhr1RleHRuA2FlbQIxMABicmlkETFKYmhTR1ZsSEdVVkJNd1VIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHjpC0sL7NcqEZFpgGtNbmEc7I110SR2xp3U2_8SjHQe7P3vdH3hrCUBnPh3W_aem_kNEZuV3QOL30KDBkklq19g,,0,202512,0,2,"{""legacy_pageurl"": ""http://lupopedia.com?fbclid=IwY2xjawOhr1RleHRuA2FlbQIxMABicmlkETFKYmhTR1ZsSEdVVkJNd1VIc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHjpC0sL7NcqEZFpgGtNbmEc7I110SR2xp3U2_8SjHQe7P3vdH3hrCUBnPh3W_aem_kNEZuV3QOL30KDBkklq19g"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
186,0,0,http://lupopedia.com/mobile/agent_profile.php,lupopedia.com,/mobile/agent_profile.php,0,202512,2,3,"{""legacy_pageurl"": ""http://lupopedia.com/mobile/agent_profile.php"", ""legacy_parentrec"": 58, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
187,0,0,http://lupopedia.com/mobile/agent_profile.php?id=10,lupopedia.com,/mobile/agent_profile.php?id=10,0,202512,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/mobile/agent_profile.php?id=10"", ""legacy_parentrec"": 59, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
188,0,0,http://lupopedia.com/index.php,lupopedia.com,/index.php,0,202512,8,2,"{""legacy_pageurl"": ""http://lupopedia.com/index.php"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}"
189,0,0,http://lm.facebook.com,lm.facebook.com,,0,202512,72,1,"{""legacy_pageurl"": ""http://lm.facebook.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 36, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 36}"
190,0,0,http://softaculous.com,softaculous.com,,0,202512,40,1,"{""legacy_pageurl"": ""http://softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 20, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 20}"
191,0,0,http://ntp.msn.com,ntp.msn.com,,0,202512,34,1,"{""legacy_pageurl"": ""http://ntp.msn.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 17, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 17}"
192,0,0,http://lupopedia.com/mobile/index.php,lupopedia.com,/mobile/index.php,0,202512,12,3,"{""legacy_pageurl"": ""http://lupopedia.com/mobile/index.php"", ""legacy_parentrec"": 58, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 6}"
193,0,0,http://demos6.softaculous.com,demos6.softaculous.com,,0,202512,8,1,"{""legacy_pageurl"": ""http://demos6.softaculous.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}"
194,0,0,http://google.com,google.com,,0,202512,36,1,"{""legacy_pageurl"": ""http://google.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 18, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 18}"
195,0,0,http://t.co,t.co,,0,202512,20,1,"{""legacy_pageurl"": ""http://t.co"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 17, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
196,0,0,http://t.co/0HDWC8x5v3,t.co,/0HDWC8x5v3,0,202512,22,2,"{""legacy_pageurl"": ""http://t.co/0HDWC8x5v3"", ""legacy_parentrec"": 68, ""legacy_department"": 1, ""legacy_levelvisits"": 11, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 11}"
197,0,0,http://t.co/EePsXGzOoK,t.co,/EePsXGzOoK,0,202512,2,2,"{""legacy_pageurl"": ""http://t.co/EePsXGzOoK"", ""legacy_parentrec"": 68, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
198,0,0,http://search.yahoo.com,search.yahoo.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://search.yahoo.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
199,0,0,http://lupopedia.com?fbclid=IwY2xjawOfA59leHRuA2FlbQIxMABicmlkETF5cWhsT0daSjhXRkQwQXR1c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgm8c13wlrPo9J0Alxo_fRSEndxqpOP8pbPunuRBQP2nAdNB1rwb-0ZEdkN2_aem_YwpF7YYkNCZ4Jq1io3qqfA,lupopedia.com?fbclid=IwY2xjawOfA59leHRuA2FlbQIxMABicmlkETF5cWhsT0daSjhXRkQwQXR1c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgm8c13wlrPo9J0Alxo_fRSEndxqpOP8pbPunuRBQP2nAdNB1rwb-0ZEdkN2_aem_YwpF7YYkNCZ4Jq1io3qqfA,,0,202512,0,2,"{""legacy_pageurl"": ""http://lupopedia.com?fbclid=IwY2xjawOfA59leHRuA2FlbQIxMABicmlkETF5cWhsT0daSjhXRkQwQXR1c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgm8c13wlrPo9J0Alxo_fRSEndxqpOP8pbPunuRBQP2nAdNB1rwb-0ZEdkN2_aem_YwpF7YYkNCZ4Jq1io3qqfA"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
200,0,0,http://lupopedia.com/craftysyntax,lupopedia.com,/craftysyntax,0,202512,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/craftysyntax"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
201,0,0,http://lupopedia.com/support.php,lupopedia.com,/support.php,0,202512,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/support.php"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
202,0,0,http://t.co/0HDWC8xDkB,t.co,/0HDWC8xDkB,0,202512,4,2,"{""legacy_pageurl"": ""http://t.co/0HDWC8xDkB"", ""legacy_parentrec"": 68, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
203,0,0,http://ecosia.org,ecosia.org,,0,202512,2,1,"{""legacy_pageurl"": ""http://ecosia.org"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
204,0,0,http://android-app:,android-app:,,0,202512,2,1,"{""legacy_pageurl"": ""http://android-app:"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
205,0,0,http://android-app:/,android-app:,/,0,202512,2,2,"{""legacy_pageurl"": ""http://android-app:/"", ""legacy_parentrec"": 77, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
206,0,0,http://android-app://com.google.android.googlequicksearchbox,android-app:,//com.google.android.googlequicksearchbox,0,202512,4,3,"{""legacy_pageurl"": ""http://android-app://com.google.android.googlequicksearchbox"", ""legacy_parentrec"": 78, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
207,0,0,http://myshophosting.shop,myshophosting.shop,,0,202512,2,1,"{""legacy_pageurl"": ""http://myshophosting.shop"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
208,0,0,http://flaquer.com.br:2083,flaquer.com.br:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://flaquer.com.br:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
209,0,0,http://lupopedia.com/questions.php,lupopedia.com,/questions.php,0,202512,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/questions.php"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
210,0,0,http://lupopedia.com/wolfie_ladder,lupopedia.com,/wolfie_ladder,0,202512,8,2,"{""legacy_pageurl"": ""http://lupopedia.com/wolfie_ladder"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}"
211,0,0,http://rooflesdobby.co.uk,rooflesdobby.co.uk,,0,202512,2,1,"{""legacy_pageurl"": ""http://rooflesdobby.co.uk"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
212,0,0,http://sh00008.hostgator.co:2083,sh00008.hostgator.co:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://sh00008.hostgator.co:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
213,0,0,http://bing.com,bing.com,,0,202512,6,1,"{""legacy_pageurl"": ""http://bing.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
214,0,0,http://lupopedia.com/mobile,lupopedia.com,/mobile,0,202512,5,2,"{""legacy_pageurl"": ""http://lupopedia.com/mobile"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 5, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
215,0,0,http://lupopedia.com/lh,lupopedia.com,/lh,0,202512,6,2,"{""legacy_pageurl"": ""http://lupopedia.com/lh"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 6, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
216,0,0,http://lupopedia.com/lh/admin_options.php,lupopedia.com,/lh/admin_options.php,0,202512,6,3,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php"", ""legacy_parentrec"": 88, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
217,0,0,http://lupopedia.com/lh/admin_options.php?tab=live,lupopedia.com,/lh/admin_options.php?tab=live,0,202512,0,4,"{""legacy_pageurl"": ""http://lupopedia.com/lh/admin_options.php?tab=live"", ""legacy_parentrec"": 89, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
218,0,0,http://malaysiaonline.org:2083,malaysiaonline.org:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://malaysiaonline.org:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
219,0,0,http://aosystemsgroup.com,aosystemsgroup.com,,0,202512,8,1,"{""legacy_pageurl"": ""http://aosystemsgroup.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 4, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 4}"
220,0,0,http://duckduckgo.com,duckduckgo.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://duckduckgo.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
221,0,0,http://istpo-aa.com,istpo-aa.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://istpo-aa.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
222,0,0,http://lupopedia.com/about.php,lupopedia.com,/about.php,0,202512,4,2,"{""legacy_pageurl"": ""http://lupopedia.com/about.php"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
223,0,0,http://normi.org,normi.org,,0,202512,2,1,"{""legacy_pageurl"": ""http://normi.org"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
224,0,0,http://lupopedia.com/lh/navigation.php,lupopedia.com,/lh/navigation.php,0,202512,6,3,"{""legacy_pageurl"": ""http://lupopedia.com/lh/navigation.php"", ""legacy_parentrec"": 88, ""legacy_department"": 1, ""legacy_levelvisits"": 3, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 3}"
225,0,0,http://lupopedia.com/what_is_wolfie_headers.php,lupopedia.com,/what_is_wolfie_headers.php,0,202512,2,2,"{""legacy_pageurl"": ""http://lupopedia.com/what_is_wolfie_headers.php"", ""legacy_parentrec"": 57, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
226,0,0,http://sxb1plmcpnl503897.prod.sxb1.secureserver.net:2083,sxb1plmcpnl503897.prod.sxb1.secureserver.net:2083,,0,202512,2,1,"{""legacy_pageurl"": ""http://sxb1plmcpnl503897.prod.sxb1.secureserver.net:2083"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 1, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 1}"
227,0,0,http://github.com,github.com,,0,202512,2,1,"{""legacy_pageurl"": ""http://github.com"", ""legacy_parentrec"": 0, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
228,0,0,http://github.com/lupopedia,github.com,/lupopedia,0,202512,2,2,"{""legacy_pageurl"": ""http://github.com/lupopedia"", ""legacy_parentrec"": 100, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
229,0,0,http://github.com/lupopedia/CRAFTY_SYNTAX,github.com,/lupopedia/CRAFTY_SYNTAX,0,202512,4,3,"{""legacy_pageurl"": ""http://github.com/lupopedia/CRAFTY_SYNTAX"", ""legacy_parentrec"": 101, ""legacy_department"": 1, ""legacy_levelvisits"": 2, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 2}"
230,0,0,http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,github.com,/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file,0,202512,0,4,"{""legacy_pageurl"": ""http://github.com/lupopedia/CRAFTY_SYNTAX?tab=readme-ov-file"", ""legacy_parentrec"": 102, ""legacy_department"": 1, ""legacy_levelvisits"": 0, ""legacy_livehelp_id"": 1, ""legacy_directvisits"": 0}"
